text,target,clean_txt,Message_Length,Word_Count,Avg_Word,Unique_Words,Stopwords,#_Count
It's NOT hard to make a decent hamburger.,0,hard make decent hamburger,41,8,4.25,8,4,0
I was disgusted because I was pretty sure that was human hair.,0,disgusted pretty sure human hair,62,12,4.25,10,7,0
Extremely Tasty!,1,extremely tasty,16,2,7.5,2,0,0
I got home to see the driest damn wings ever!,0,got home see driest damn wings ever,45,10,3.6,10,3,0
"They could serve it with just the vinaigrette and it may make for a better overall dish, but it was still very good.",1,could serve vinaigrette may make better overall dish still good,116,23,4.086956521739131,21,14,0
I came back today since they relocated and still not impressed.,0,came back today since relocated still impressed,63,11,4.818181818181818,11,5,0
We enjoy their pizza and brunch.,1,enjoy pizza brunch,32,6,4.5,6,3,0
Shrimp- When I unwrapped it (I live only 1/2 a mile from Brushfire) it was literally ice cold.,0,shrimp unwrapped live  mile brushfire literally ice cold,94,18,4.277777777777778,17,8,0
Best tater tots in the southwest.,1,best tater tots southwest,33,6,4.666666666666667,6,2,0
nan,0,nan,3,1,3.0,1,0,0
Best of luck to the rude and non-customer service focused new management.,0,best luck rude noncustomer service focused new management,73,12,5.166666666666667,12,4,0
The steak was amazing...rge fillet relleno was the best seafood plate i have ever had!,1,steak amazingrge fillet relleno best seafood plate ever,86,15,4.8,14,7,0
Pricing is a bit of a concern at Mellow Mushroom.,0,pricing bit concern mellow mushroom,49,10,4.0,9,5,0
We won't be returning.,0,wont returning,22,4,4.75,4,3,0
Seriously killer hot chai latte.,1,seriously killer hot chai latte,32,5,5.6,5,0,0
That's right....the red velvet cake.....ohhh this stuff is so good.,1,thats rightthe red velvet cakeohhh stuff good,67,10,5.8,10,4,0
* Both the Hot & Sour & the Egg Flower Soups were absolutely 5 Stars!,1, hot  sour  egg flower soups absolutely  stars,69,15,3.6666666666666665,13,4,0
"Level 5 spicy was perfect, where spice didn't over-whelm the soup.",1,level  spicy perfect spice didnt overwhelm soup,66,11,5.090909090909091,11,4,0
Awesome selection of beer.,1,awesome selection beer,26,4,5.75,4,1,0
"My side Greek salad with the Greek dressing was so tasty, and the pita and hummus was very refreshing.",1,side greek salad greek dressing tasty pita hummus refreshing,102,19,4.421052631578948,15,10,0
"If you're not familiar, check it out.",1,youre familiar check,37,7,4.428571428571429,7,4,0
My first visit to Hiro was a delight!,1,first visit hiro delight,37,8,3.75,8,4,0
We won't be going back.,0,wont going back,23,5,3.8,5,3,0
"All in all, I can assure you I'll be back.",1,assure ill back,42,10,3.3,10,7,0
The restaurant is very clean and has a family restaurant feel to it.,1,restaurant clean family restaurant feel,68,13,4.3076923076923075,12,7,0
My husband said she was very rude... did not even apologize for the bad food or anything.,0,husband said rude even apologize bad food anything,89,17,4.294117647058823,17,9,0
My boyfriend and i sat at the bar and had a completely delightful experience.,1,boyfriend sat bar completely delightful experience,77,14,4.571428571428571,13,8,0
It's worth driving up from Tucson!,1,worth driving tucson,34,6,4.833333333333333,6,3,0
"Cute, quaint, simple, honest.",1,cute quaint simple honest,29,4,6.5,4,0,0
The food was very good.,1,food good,23,5,3.8,5,3,0
My boyfriend and I came here for the first time on a recent trip to Vegas and could not have been more pleased with the quality of food and service.,1,boyfriend came first time recent trip vegas could pleased quality food service,148,30,3.966666666666667,27,19,0
Always a great time at Dos Gringos!,1,always great time dos gringos,35,7,4.142857142857143,7,2,0
Very good lunch spot.,1,good lunch spot,21,4,4.5,4,1,0
Their daily specials are always a hit with my group.,1,daily specials always hit group,52,10,4.3,10,5,0
"I started this review with two stars, but I'm editing it to give it only one.",0,started review two stars editing give one,77,16,3.875,15,9,0
This is an unbelievable BARGAIN!,1,unbelievable bargain,32,5,5.6,5,3,0
"This place is a jewel in Las Vegas, and exactly what I've been hoping to find in nearly ten years living here.",1,place jewel las vegas exactly ive hoping find nearly ten years living,110,22,4.045454545454546,21,10,0
"I hate to disagree with my fellow Yelpers, but my husband and I were so disappointed with this place.",0,hate disagree fellow yelpers husband disappointed place,101,19,4.368421052631579,17,12,0
Ordered an appetizer and took 40 minutes and then the pizza another 10 minutes.,0,ordered appetizer took  minutes pizza another  minutes,79,14,4.714285714285714,13,5,0
I give it 2 thumbs down,0,give  thumbs,23,6,3.0,6,3,0
We had a group of 70+ when we claimed we would only have 40 and they handled us beautifully.,1,group  claimed would  handled us beautifully,92,19,3.8947368421052633,18,12,0
Please stay away from the shrimp stir fried noodles.,0,please stay away shrimp stir fried noodles,52,9,4.888888888888889,9,2,0
The folks at Otto always make us feel so welcome and special.,1,folks otto always make us feel welcome special,61,12,4.166666666666667,12,4,0
We watched our waiter pay a lot more attention to other tables and ignore us.,0,watched waiter pay lot attention tables ignore us,77,15,4.2,15,7,0
My friend loved the salmon tartar.,1,friend loved salmon tartar,34,6,4.833333333333333,6,2,0
"The only good thing was our waiter, he was very helpful and kept the bloddy mary's coming.",1,good thing waiter helpful kept bloddy marys coming,90,17,4.352941176470588,16,9,0
A lady at the table next to us found a live green caterpillar In her salad.,0,lady table next us found live green caterpillar salad,75,16,3.75,16,7,0
the potatoes were great and so was the biscuit.,1,potatoes great biscuit,47,9,4.333333333333333,9,6,0
The food is good.,1,food good,17,4,3.5,4,2,0
I hate those things as much as cheap quality black olives.,0,hate things much cheap quality black olives,58,11,4.363636363636363,10,4,0
"We had fantastic service, and were pleased by the atmosphere.",1,fantastic service pleased atmosphere,61,10,5.2,10,6,0
"It was attached to a gas station, and that is rarely a good sign.",0,attached gas station rarely good sign,65,14,3.7142857142857144,13,8,0
High-quality chicken on the chicken Caesar salad.,1,highquality chicken chicken caesar salad,49,7,6.142857142857143,6,2,0
The only reason to eat here would be to fill up before a night of binge drinking just to get some carbs in your stomach.,0,reason eat would fill night binge drinking get carbs stomach,120,25,3.84,23,17,0
I could care less... The interior is just beautiful.,1,could care less interior beautiful,52,9,4.888888888888889,9,5,0
"I loved the grilled pizza, reminded me of legit Italian pizza.",1,loved grilled pizza reminded legit italian pizza,62,11,4.7272727272727275,11,4,0
"Nice, spicy and tender.",1,nice spicy tender,23,4,5.0,4,1,0
"Lastly, the mozzarella sticks, they were the best thing we ordered.",1,lastly mozzarella sticks best thing ordered,67,11,5.181818181818182,10,5,0
"In the summer, you can dine in a charming outdoor patio - so very delightful.",1,summer dine charming outdoor patio  delightful,77,15,4.2,15,8,0
"It was a bit too sweet, not really spicy enough, and lacked flavor.",0,bit sweet really spicy enough lacked flavor,67,13,4.230769230769231,13,6,0
"Then, as if I hadn't wasted enough of my life there, they poured salt in the wound by drawing out the time it took to bring the check.",0,hadnt wasted enough life poured salt wound drawing time took bring check,134,28,3.8214285714285716,26,15,0
Paying $7.85 for a hot dog and fries that looks like it came out of a kid's meal at the Wienerschnitzel is not my idea of a good meal.,0,paying  hot dog fries looks like came kids meal wienerschnitzel idea good meal,134,29,3.6551724137931036,26,16,0
I think food should have flavor and texture and both were lacking.,0,think food flavor texture lacking,66,12,4.583333333333333,11,7,0
"I find wasting food to be despicable, but this just wasn't food.",0,find wasting food despicable wasnt food,64,12,4.416666666666667,12,7,0
My salad had a bland vinegrette on the baby greens and hearts of Palm.,0,salad bland vinegrette baby greens hearts palm,70,14,4.071428571428571,14,7,0
"I really do recommend this place, you can go wrong with this donut place!",1,really recommend place go wrong donut place,73,14,4.285714285714286,13,7,0
"However, there was so much garlic in the fondue, it was barely edible.",0,however much garlic fondue barely edible,70,13,4.461538461538462,12,7,0
"No allergy warnings on the menu, and the waitress had absolutely no clue as to which meals did or did not contain peanuts.",0,allergy warnings menu waitress absolutely clue meals contain peanuts,122,23,4.3478260869565215,21,14,0
"for 40 bucks a head, i really expect better food.",0, bucks head really expect better food,49,10,4.0,10,3,0
We'd definitely go back here again.,1,wed definitely go back,35,6,5.0,6,2,0
"At first glance it is a lovely bakery cafe - nice ambiance, clean, friendly staff.",1,first glance lovely bakery cafe  nice ambiance clean friendly staff,82,15,4.533333333333333,15,4,0
"In fact I'm going to round up to 4 stars, just because she was so awesome.",1,fact going round  stars awesome,74,16,3.6875,15,10,0
nan,1,nan,3,1,3.0,1,0,0
This place is awesome if you want something light and healthy during the summer.,1,place awesome want something light healthy summer,80,14,4.785714285714286,14,7,0
Definitely not worth the $3 I paid.,0,definitely worth  paid,35,7,4.142857142857143,7,3,0
"The salad had just the right amount of sauce to not over power the scallop, which was perfectly cooked.",1,salad right amount sauce power scallop perfectly cooked,103,19,4.473684210526316,18,11,0
Not tasty and the texture was just nasty.,0,tasty texture nasty,41,8,4.25,8,5,0
Must have been an off night at this place.,0,must night place,42,9,3.7777777777777777,9,6,0
Not good for the money.,0,good money,23,5,3.8,5,3,0
The steaks are all well trimmed and also perfectly cooked.,1,steaks well trimmed also perfectly cooked,58,10,4.9,10,5,0
"My brother in law who works at the mall ate here same day, and guess what he was sick all night too.",0,brother law works mall ate day guess sick night,100,22,3.590909090909091,22,12,0
I will continue to come here on ladies night andddd date night ... highly recommend this place to anyone who is in the area (;,1,continue come ladies night andddd date night  highly recommend place anyone area ,126,25,4.08,23,10,0
I've had better bagels from the grocery store.,0,ive better bagels grocery store,46,8,4.875,8,4,0
I would not recommend this place.,0,would recommend place,33,6,4.666666666666667,6,4,0
"I've had better, not only from dedicated boba tea spots, but even from Jenni Pho.",0,ive better dedicated boba tea spots even jenni pho,81,15,4.466666666666667,14,7,0
5 stars for the brick oven bread app!,1, stars brick oven bread app,37,8,3.75,8,2,0
"The food was delicious, our bartender was attentive and personable AND we got a great deal!",1,food delicious bartender attentive personable got great deal,91,16,4.75,15,8,0
We waited for thirty minutes to be seated (although there were 8 vacant tables and we were the only folks waiting).,0,waited thirty minutes seated although  vacant tables folks waiting,115,21,4.523809523809524,20,11,0
"I do love sushi, but I found Kabuki to be over-priced, over-hip and under-services.",0,love sushi found kabuki overpriced overhip underservices,83,14,5.0,14,7,0
Very friendly staff.,1,friendly staff,20,3,6.0,3,1,0
Waitress was a little slow in service.,0,waitress little slow service,38,7,4.571428571428571,7,3,0
This place is disgusting!,0,place disgusting,25,4,5.5,4,2,0
"What did bother me, was the slow service.",0,bother slow service,41,8,4.25,8,4,0
"The pizza tasted old, super chewy in not a good way.",0,pizza tasted old super chewy good way,52,11,3.8181818181818183,11,4,0
Service stinks here!,0,service stinks,20,3,6.0,3,0,0
Everyone is treated equally special.,1,everyone treated equally special,36,5,6.4,5,1,0
"All in all, Ha Long Bay was a bit of a flop.",0,ha long bay bit flop,44,12,2.75,11,6,0
Tried to go here for lunch and it was a madhouse.,0,tried go lunch madhouse,49,11,3.5454545454545454,11,7,0
"The ambiance here did not feel like a buffet setting, but more of a douchey indoor garden for tea and biscuits.",0,ambiance feel like buffet setting douchey indoor garden tea biscuits,111,21,4.333333333333333,20,12,0
"The best place in Vegas for breakfast (just check out a Sat, or Sun.",1,best place vegas breakfast check sat sun,68,14,3.9285714285714284,14,6,0
(The bathroom is just next door and very nice.),1,bathroom next door nice,47,9,4.333333333333333,9,4,0
Interesting decor.,1,interesting decor,18,2,8.5,2,0,0
The WORST EXPERIENCE EVER.,0,worst experience ever,26,4,5.75,4,1,0
DELICIOUS!!,1,delicious,11,1,11.0,1,0,0
It's a great place and I highly recommend it.,1,great place highly recommend,45,9,4.111111111111111,9,4,0
Spend your money elsewhere.,0,spend money elsewhere,27,4,6.0,4,1,0
"For a self proclaimed coffee cafe, I was wildly disappointed.",0,self proclaimed coffee cafe wildly disappointed,61,10,5.2,10,4,0
My friend did not like his Bloody Mary.,0,friend like bloody mary,39,8,4.0,8,5,0
My sashimi was poor quality being soggy and tasteless.,0,sashimi poor quality soggy tasteless,54,9,5.111111111111111,9,4,0
This place is amazing!,1,place amazing,22,4,4.75,4,2,0
"Hawaiian Breeze, Mango Magic, and Pineapple Delight are the smoothies that I've tried so far and they're all good.",1,hawaiian breeze mango magic pineapple delight smoothies ive tried far theyre good,114,19,5.052631578947368,18,9,0
My girlfriend's veal was very bad.,0,girlfriends veal bad,34,6,4.833333333333333,6,3,0
There is nothing privileged about working/eating there.,0,nothing privileged workingeating,55,7,7.0,7,3,0
By far the BEST cheesecurds we have ever had!,1,far best cheesecurds ever,45,9,4.111111111111111,9,5,0
Ample portions and good prices.,1,ample portions good prices,31,5,5.4,5,1,0
Service was excellent and prices are pretty reasonable considering this is Vegas and located inside the Crystals shopping mall by Aria.,1,service excellent prices pretty reasonable considering vegas located inside crystals shopping mall aria,135,21,5.476190476190476,20,8,0
I love the fact that everything on their menu is worth it.,1,love fact everything menu worth,58,12,3.9166666666666665,12,6,0
did not like at all.,0,like,20,5,3.2,5,4,0
Fantastic food!,1,fantastic food,15,2,7.0,2,0,0
I guess maybe we went on an off night but it was disgraceful.,0,guess maybe went night disgraceful,61,13,3.769230769230769,13,8,0
"Thus far, have only visited twice and the food was absolutely delicious each time.",1,thus far visited twice food absolutely delicious time,82,14,4.928571428571429,14,6,0
This is a really fantastic Thai restaurant which is definitely worth a visit.,1,really fantastic thai restaurant definitely worth visit,77,13,5.0,11,6,0
The sergeant pepper beef sandwich with auju sauce is an excellent sandwich as well.,1,sergeant pepper beef sandwich auju sauce excellent sandwich well,83,14,5.0,13,5,0
"Same evening, him and I are both drastically sick.",0,evening drastically sick,50,9,4.666666666666667,9,6,0
Just don't know why they were so slow.,0,know slow,38,8,3.875,8,6,0
"Overall, a great experience.",1,overall great experience,28,4,6.25,4,1,0
This place has a lot of promise but fails to deliver.,0,place lot promise fails deliver,53,11,3.909090909090909,11,6,0
The service was extremely slow.,0,service extremely slow,31,5,5.4,5,2,0
"Also were served hot bread and butter, and home made potato chips with bacon bits on top....very original and very good.",1,also served hot bread butter home made potato chips bacon bits topvery original good,120,21,4.761904761904762,19,8,0
Much better than the other AYCE sushi place I went to in Vegas.,1,much better ayce sushi place went vegas,63,13,3.923076923076923,13,6,0
Now I am getting angry and I want my damn pho.,0,getting angry want damn pho,46,11,3.272727272727273,10,5,0
"I personally love the hummus, pita, baklava, falafels and Baba Ganoush (it's amazing what they do with eggplant!).",1,personally love hummus pita baklava falafels baba ganoush amazing eggplant,114,18,5.388888888888889,18,7,0
I believe that this place is a great stop for those with a huge belly and hankering for sushi.,1,believe place great stop huge belly hankering sushi,94,19,4.0,17,11,0
I love their fries and their beans.,1,love fries beans,35,7,4.142857142857143,6,4,0
2 Thumbs Up!!,1, thumbs,13,3,3.6666666666666665,3,0,0
The bathrooms are clean and the place itself is well decorated.,1,bathrooms clean place well decorated,63,11,4.818181818181818,11,6,0
The one down note is the ventilation could use some upgrading.,0,one note ventilation could use upgrading,62,11,4.7272727272727275,11,6,0
Service is friendly and inviting.,1,service friendly inviting,33,5,5.8,5,2,0
Weird vibe from owners.,0,weird vibe owners,23,4,5.0,4,1,0
After the disappointing dinner we went elsewhere for dessert.,0,disappointing dinner went elsewhere dessert,61,9,5.888888888888889,9,4,0
Kids pizza is always a hit too with lots of great side dish options for the kiddos!,1,kids pizza always hit lots great side dish options kiddos,83,17,3.9411764705882355,17,7,0
"By this point, my friends and I had basically figured out this place was a joke and didn't mind making it publicly and loudly known.",0,point friends basically figured place joke didnt mind making publicly loudly known,132,25,4.32,22,14,0
Service is quick and friendly.,1,service quick friendly,30,5,5.2,5,2,0
"I ate there twice on my last visit, and especially enjoyed the salmon salad.",1,ate twice last visit especially enjoyed salmon salad,76,14,4.5,14,6,0
"If you love authentic Mexican food and want a whole bunch of interesting, yet delicious meats to choose from, you need to try this place.",1,love authentic mexican food want whole bunch interesting yet delicious meats choose need try place,137,25,4.52,23,9,0
Pretty cool I would say.,1,pretty cool would say,24,5,4.0,5,2,0
"The fries were not hot, and neither was my burger.",0,fries hot neither burger,50,10,4.1,10,6,0
It also took her forever to bring us the check when we asked for it.,0,also took forever bring us check asked,68,15,3.6,15,8,0
"Phenomenal food, service and ambiance.",1,phenomenal food service ambiance,38,5,6.8,5,1,0
After two I felt disgusting.,0,two felt disgusting,28,5,4.8,5,2,0
"Great atmosphere, friendly and fast service.",1,great atmosphere friendly fast service,44,6,6.5,6,1,0
"Bad day or not, I have a very low tolerance for rude customer service people, it is your job to be nice and polite, wash dishes otherwise!!",0,bad day low tolerance rude customer service people job nice polite wash dishes otherwise,139,27,4.185185185185185,27,12,0
"Great food for the price, which is very high quality and house made.",1,great food price high quality house made,68,13,4.3076923076923075,13,6,0
We've tried to like this place but after 10+ times I think we're done with them.,0,weve tried like place  times think done,80,16,4.0625,16,9,0
"Both of them were truly unbelievably good, and I am so glad we went back.",1,truly unbelievably good glad went back,73,15,3.933333333333333,15,9,0
Hands down my favorite Italian restaurant!,1,hands favorite italian restaurant,42,6,6.166666666666667,6,2,0
I would recommend saving room for this!,1,would recommend saving room,39,7,4.714285714285714,7,3,0
Today was my first taste of a Buldogis Gourmet Hot Dog and I have to tell you it was more than I ever thought possible.,1,today first taste buldogis gourmet hot dog tell ever thought possible,119,25,3.8,23,15,0
"Total letdown, I would much rather just go to the Camelback Flower Shop and Cartel Coffee.",0,total letdown would much rather go camelback flower shop cartel coffee,90,16,4.6875,16,6,0
"The staff are great, the ambiance is great.",1,staff great ambiance great,43,8,4.5,8,4,0
"Try them in the airport to experience some tasty food and speedy, friendly service.",1,try airport experience tasty food speedy friendly service,83,14,5.0,14,6,0
I won't be back.,0,wont back,16,4,3.25,4,3,0
Hard to judge whether these sides were good because we were grossed out by the melted styrofoam and didn't want to eat it for fear of getting sick.,0,hard judge whether sides good grossed melted styrofoam didnt want eat fear getting sick,147,28,4.285714285714286,26,15,0
This is a disgrace.,0,disgrace,19,4,4.0,4,3,0
I've had better atmosphere.,0,ive better atmosphere,27,4,6.0,4,2,0
CONCLUSION: Very filling meals.,1,conclusion filling meals,31,4,7.0,4,1,0
The Veggitarian platter is out of this world!,1,veggitarian platter world,45,8,4.75,8,5,0
Favorite place in town for shawarrrrrrma!!!!!!,1,favorite place town shawarrrrrrma,46,6,6.833333333333333,6,2,0
"The wontons were thin, not thick and chewy, almost melt in your mouth.",1,wontons thin thick chewy almost melt mouth,70,13,4.461538461538462,13,6,0
Wow... Loved this place.,1,wow loved place,24,4,5.25,4,1,0
A great touch.,1,great touch,14,3,4.0,3,1,0
"Loved it...friendly servers, great food, wonderful and imaginative menu.",1,loved itfriendly servers great food wonderful imaginative menu,72,9,7.111111111111111,9,1,0
The Buffet at Bellagio was far from what I anticipated.,0,buffet bellagio far anticipated,55,10,4.6,10,6,0
"I don't have very many words to say about this place, but it does everything pretty well.",1,many words say place everything pretty well,89,17,4.294117647058823,17,10,0
I got food poisoning here at the buffet.,0,got food poisoning buffet,40,8,4.125,8,4,0
The chicken wings contained the driest chicken meat I have ever eaten.,0,chicken wings contained driest chicken meat ever eaten,70,12,4.916666666666667,11,5,0
Go To Place for Gyros.,1,go place gyros,22,5,3.6,5,2,0
The croutons also taste homemade which is an extra plus.,1,croutons also taste homemade extra plus,56,10,4.7,10,5,0
WAAAAAAyyyyyyyyyy over rated is all I am saying.,0,waaaaaayyyyyyyyyy rated saying,48,8,5.125,8,5,0
Tonight I had the Elk Filet special...and it sucked.,0,tonight elk filet specialand sucked,52,9,4.888888888888889,9,4,0
All the bread is made in-house!,1,bread made inhouse,31,6,4.333333333333333,6,3,0
I don't recommend unless your car breaks down in front of it and you are starving.,0,recommend unless car breaks front starving,82,16,4.1875,16,10,0
AVOID THIS ESTABLISHMENT!,0,avoid establishment,25,3,7.666666666666667,3,1,0
I would avoid this place if you are staying in the Mirage.,0,would avoid place staying mirage,58,12,3.9166666666666665,12,8,0
So absolutley fantastic.,1,absolutley fantastic,24,3,7.333333333333333,3,1,0
"This place is not worth your time, let alone Vegas.",0,place worth time let alone vegas,51,10,4.2,10,4,0
These were so good we ordered them twice.,1,good ordered twice,41,8,4.25,8,5,0
She was quite disappointed although some blame needs to be placed at her door.,0,quite disappointed although blame needs placed door,78,14,4.642857142857143,14,7,0
"The food sucked, which we expected but it sucked more than we could have imagined.",0,food sucked expected sucked could imagined,82,15,4.533333333333333,14,10,0
The poor batter to meat ratio made the chicken tenders very unsatisfying.,0,poor batter meat ratio made chicken tenders unsatisfying,73,12,5.166666666666667,12,4,0
Once your food arrives it's meh.,0,food arrives meh,32,6,4.5,6,3,0
The ambiance was incredible.,1,ambiance incredible,28,4,6.25,4,2,0
It's too bad the food is so damn generic.,0,bad food damn generic,41,9,3.6666666666666665,9,5,0
I've never been treated so bad.,0,ive never treated bad,31,6,4.333333333333333,6,3,0
Awesome service and food.,1,awesome service food,25,4,5.5,4,1,0
this is the worst sushi i have ever eat besides Costco's.,0,worst sushi ever eat besides costcos,57,11,4.2727272727272725,11,6,0
The service was a bit lacking.,0,service bit lacking,30,6,4.166666666666667,6,3,0
The only thing I wasn't too crazy about was their guacamole as I don't like it puréed.,0,thing wasnt crazy guacamole like puréed,86,17,4.117647058823529,16,13,0
definitely will come back here again.,1,definitely come back,37,6,5.333333333333333,6,1,0
I love that they put their food in nice plastic containers as opposed to cramming it in little paper takeout boxes.,1,love put food nice plastic containers opposed cramming little paper takeout boxes,115,21,4.523809523809524,20,9,0
The real disappointment was our waiter.,0,real disappointment waiter,39,6,5.666666666666667,6,3,0
It sure does beat the nachos at the movies but I would expect a little bit more coming from a restaurant.,0,sure beat nachos movies would expect little bit coming restaurant,105,21,4.0476190476190474,19,12,0
Do not waste your money here!,0,waste money,29,6,4.0,6,3,0
For that price I can think of a few place I would have much rather gone.,0,price think place would much rather gone,72,16,3.5625,15,10,0
They know how to make them here.,1,know make,32,7,3.7142857142857144,7,4,0
This is one of the best bars with food in Vegas.,1,one best bars food vegas,48,11,3.4545454545454546,11,6,0
The servers are not pleasant to deal with and they don't always honor Pizza Hut coupons.,0,servers pleasant deal always honor pizza hut coupons,88,16,4.5625,16,8,0
I took back my money and got outta there.,0,took back money got outta,41,9,3.6666666666666665,9,3,0
The last 3 times I had lunch here has been bad.,0,last  times lunch bad,47,11,3.3636363636363638,11,6,0
this place is good.,1,place good,19,4,4.0,4,2,0
"Service is quick and even ""to go"" orders are just like we like it!",1,service quick even go orders like like,66,14,3.7857142857142856,13,7,0
"The burger had absolutely no flavor - the meat itself was totally bland, the burger was overcooked and there was no charcoal flavor.",0,burger absolutely flavor  meat totally bland burger overcooked charcoal flavor,132,23,4.782608695652174,18,12,0
If you haven't gone here GO NOW!,1,havent gone go,32,7,3.7142857142857144,7,4,0
Great time - family dinner on a Sunday night.,1,great time  family dinner sunday night,45,9,4.111111111111111,9,2,0
I found this place by accident and I could not be happier.,1,found place accident could happier,58,12,3.9166666666666665,12,8,0
My fiancé and I came in the middle of the day and we were greeted and seated right away.,1,fiancé came middle day greeted seated right away,88,19,3.6842105263157894,16,11,0
"Good service, very clean, and inexpensive, to boot!",1,good service clean inexpensive boot,51,8,5.5,8,3,0
So in a nutshell: 1) The restaraunt smells like a combination of a dirty fish market and a sewer.,0,nutshell  restaraunt smells like combination dirty fish market sewer,97,19,4.157894736842105,16,10,0
"I LOVED their mussels cooked in this wine reduction, the duck was tender, and their potato dishes were delicious.",1,loved mussels cooked wine reduction duck tender potato dishes delicious,113,19,5.0,18,9,0
"Classy/warm atmosphere, fun and fresh appetizers, succulent steaks (Baseball steak!!!!!",1,classywarm atmosphere fun fresh appetizers succulent steaks baseball steak,87,10,7.8,10,1,0
Nice ambiance.,1,nice ambiance,14,2,6.5,2,0,0
I had the opportunity today to sample your amazing pizzas!,1,opportunity today sample amazing pizzas,58,10,4.9,10,5,0
We sat another ten minutes and finally gave up and left.,0,sat another ten minutes finally gave left,56,11,4.181818181818182,10,4,0
A FLY was in my apple juice.. A FLY!!!!!!!!,0,fly apple juice fly,43,9,3.888888888888889,9,5,0
it was a drive to get there.,0,drive get,28,7,3.142857142857143,7,5,0
Your staff spends more time talking to themselves than me.,0,staff spends time talking,58,10,4.9,10,5,0
If someone orders two tacos don't' you think it may be part of customer service to ask if it is combo or ala cart?,0,someone orders two tacos think may part customer service ask combo ala cart,114,24,3.7916666666666665,23,10,0
Won't go back.,0,wont go back,14,3,4.0,3,1,0
The food was outstanding and the prices were very reasonable.,1,food outstanding prices reasonable,61,10,5.2,10,6,0
I've lived here since 1979 and this was the first (and last) time I've stepped foot into this place.,0,ive lived since  first last time ive stepped foot place,100,19,4.315789473684211,18,10,0
The sweet potato tots were good but the onion rings were perfection or as close as I have had.,1,sweet potato tots good onion rings perfection close,94,19,4.0,17,10,0
the presentation of the food was awful.,0,presentation food awful,39,7,4.714285714285714,7,4,0
The yellowtail carpaccio was melt in your mouth fresh.,1,yellowtail carpaccio melt mouth fresh,54,9,5.111111111111111,9,4,0
We had 7 at our table and the service was pretty fast.,1, table service pretty fast,54,12,3.5833333333333335,12,7,0
"For service, I give them no stars.",0,service give stars,34,7,4.0,7,4,0
"I go to far too many places and I've never seen any restaurant that serves a 1 egg breakfast, especially for $4.00.",0,go far many places ive never seen restaurant serves  egg breakfast especially ,115,22,4.2727272727272725,22,9,0
Great food and awesome service!,1,great food awesome service,31,5,5.4,5,1,0
Great food.,1,great food,11,2,5.0,2,0,0
Their steaks are 100% recommended!,1,steaks  recommended,34,5,6.0,5,2,0
"This place is like Chipotle, but BETTER.",1,place like chipotle better,40,7,4.857142857142857,7,4,0
We definately enjoyed ourselves.,1,definately enjoyed,32,4,7.25,4,1,0
Waiter was a jerk.,0,waiter jerk,18,4,3.75,4,2,0
We could not believe how dirty the oysters were!,0,could believe dirty oysters,48,9,4.444444444444445,9,5,0
"I gave it 5 stars then, and I'm giving it 5 stars now.",1,gave  stars giving  stars,54,13,3.230769230769231,10,5,0
Spend your money and time some place else.,0,spend money time place else,42,8,4.375,8,3,0
It was way over fried.,0,way fried,22,5,3.6,5,3,0
"Friend's pasta -- also bad, he barely touched it.",0,friends pasta  also bad barely touched,49,9,4.555555555555555,9,2,0
"Very good food, great atmosphere.1",1,good food great ,34,5,6.0,5,1,0
I just wanted to leave.,0,wanted leave,23,5,3.8,5,3,0
"Unfortunately, it was not good.",0,unfortunately good,31,5,5.4,5,3,0
"On the ground, right next to our table was a large, smeared, been-stepped-in-and-tracked-everywhere pile of green bird poop.",0,ground right next table large smeared beensteppedinandtrackedeverywhere pile green bird poop,124,18,5.944444444444445,18,7,0
"Very good, though!",1,good though,18,3,5.333333333333333,3,1,0
Any grandmother can make a roasted chicken better than this one.,0,grandmother make roasted chicken better one,64,11,4.909090909090909,11,5,0
We loved the place.,1,loved place,19,4,4.0,4,2,0
"On three different occasions I asked for well done or medium well, and all three times I got the bloodiest piece of meat on my plate.",0,three different occasions asked well done medium well three times got bloodiest piece meat plate,133,26,4.153846153846154,24,11,0
"They will customize your order any way you'd like, my usual is Eggplant with Green Bean stir fry, love it!",1,customize order way youd like usual eggplant green bean stir fry love,106,20,4.35,20,7,0
If you want a sandwich just go to any Firehouse!!!!!,1,want sandwich go firehouse,52,10,4.3,10,6,0
"Unfortunately, it only set us up for disapppointment with our entrees.",0,unfortunately set us disapppointment entrees,70,11,5.454545454545454,11,6,0
Overall I wasn't very impressed with Noca.,0,overall wasnt impressed noca,42,7,5.142857142857143,7,4,0
The kids play area is NASTY!,0,kids play area nasty,28,6,3.8333333333333335,6,2,0
The jalapeno bacon is soooo good.,1,jalapeno bacon soooo good,33,6,4.666666666666667,6,2,0
Their rotating beers on tap is also a highlight of this place.,1,rotating beers tap also highlight place,62,12,4.25,12,7,0
The turkey and roast beef were bland.,0,turkey roast beef bland,37,7,4.428571428571429,7,3,0
"On the good side, the staff was genuinely pleasant and enthusiastic - a real treat.",1,good side staff genuinely pleasant enthusiastic  real treat,83,15,4.6,14,6,0
We'll never go again.,0,well never go,21,4,4.5,4,1,0
Will not be back.,0,back,17,4,3.5,4,2,0
Update.....went back for a second time and it was still just as amazing,1,updatewent back second time still amazing,71,13,4.538461538461538,13,7,0
They were excellent.,1,excellent,20,3,6.0,3,2,0
